# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005791	CC	e	rough endoplasmic reticulum	9/601	58/19370	6.880253188254267e-05	6	9	0.0016781662094155687	351, 821, 1536, 3329, 5315, 6124, 6185, 8985, 51552
GO:0016324	CC	e	apical plasma membrane	26/601	358/19370	6.892639308495205e-05	4	26	0.0016781662094155687	476, 481, 483, 523, 538, 684, 2760, 4851, 4921, 5337, 6513, 6520, 6541, 6566, 7070, 9123, 9497, 10159, 10257, 22931, 55686, 55754, 56650, 64116, 92140, 128338
GO:0030139	CC	e	endocytic vesicle	9/601	59/19370	7.898255016024151e-05	7	9	0.0018966631565877174	335, 2319, 3482, 5337, 5868, 5869, 5878, 10254, 10938
GO:0000421	CC	e	autophagosome membrane	7/601	35/19370	8.435440207747102e-05	6	7	0.001998287389754145	3916, 6185, 7879, 10159, 10241, 11345, 23400
GO:0030906	CC	e	retromer, cargo-selective complex	3/601	4/19370	0.00011614894958865313	3	3	0.002697810383212239	9559, 51699, 55737
GO:0035579	CC	e	specific granule membrane	11/601	91/19370	0.00011696154542163729	7	11	0.002697810383212239	101, 102, 1536, 2040, 3689, 5337, 9522, 10857, 55004, 55754, 121260
GO:0098685	CC	e	Schaffer collateral - CA1 synapse	10/601	78/19370	0.00014469723818634852	4	10	0.0032942111498788173	60, 71, 998, 1499, 3688, 5335, 5534, 5552, 7779, 23208
GO:0005641	CC	e	nuclear envelope lumen	4/601	10/19370	0.00016599244516388544	6	4	0.003683351346484698	351, 590, 3482, 6653
GO:0034663	CC	e	endoplasmic reticulum chaperone complex	4/601	10/19370	0.00016599244516388544	3	4	0.003683351346484698	3309, 5034, 5479, 10130
GO:0002102	CC	e	podosome	6/601	28/19370	0.000182987582003613	5	6	0.004009715390654169	101, 3936, 6624, 7171, 7412, 7414
GO:0015629	CC	e	actin cytoskeleton	19/601	245/19370	0.0002449310328220019	6	19	0.0053007913646539425	60, 226, 830, 1072, 1627, 2042, 3728, 3936, 4627, 4921, 5868, 6624, 10094, 10611, 23499, 23603, 30968, 56928, 57403
GO:0044754	CC	e	autolysosome	4/601	11/19370	0.0002544519472710329	9	4	0.005439686141050251	2512, 3916, 8031, 8878
GO:0034363	CC	e	intermediate-density lipoprotein particle	3/601	5/19370	0.00028365829744134304	6	3	0.005990999944755113	335, 338, 344
GO:0042383	CC	e	sarcolemma	11/601	101/19370	0.0002972672371020045	4	11	0.005997806918340155	476, 481, 1605, 3688, 3916, 5534, 6513, 7412, 7414, 23603, 54407
GO:0005839	CC	e	proteasome core complex	5/601	20/19370	0.00029768707186638273	2	5	0.005997806918340155	5686, 5688, 5690, 5691, 5698
GO:0005774	CC	e	vacuolar membrane	5/601	20/19370	0.00029768707186638273	5	5	0.005997806918340155	4125, 7529, 8775, 27183, 55207
GO:0034361	CC	e	very-low-density lipoprotein particle	5/601	20/19370	0.00029768707186638273	6	5	0.005997806918340155	335, 338, 344, 51599, 55937
GO:1990904	CC	e	ribonucleoprotein complex	14/601	153/19370	0.0003010878544289411	2	14	0.005997806918340155	60, 2597, 3178, 3181, 3187, 3189, 3304, 3312, 4904, 6124, 6129, 6188, 6189, 6201
GO:0001931	CC	e	uropod	4/601	12/19370	0.0003723328357684932	4	4	0.007333701810136726	2319, 3384, 4627, 6693
GO:0030863	CC	e	cortical cytoskeleton	5/601	21/19370	0.00038080421133369766	6	5	0.007417219805199689	60, 830, 1627, 2995, 7171
GO:0014704	CC	e	intercalated disc	7/601	45/19370	0.0004353176947279386	6	7	0.008385845262176663	476, 481, 1829, 3688, 3728, 6513, 10052
GO:0030424	CC	e	axon	22/601	318/19370	0.00045231100648392803	5	22	0.008618491243112238	60, 102, 214, 351, 387, 476, 478, 538, 821, 2617, 2931, 2932, 5538, 5868, 10159, 11151, 11315, 23208, 27445, 54407, 55714, 81539
GO:0005737	CC	e	cytoplasm	181/601	4648/19370	0.000470603970239536	2	181	0.00887063182612803	39, 60, 101, 102, 175, 223, 308, 309, 338, 351, 392, 397, 684, 801, 811, 933, 943, 949, 958, 972, 998, 1072, 1434, 1455, 1499, 1605, 1627, 1933, 1964, 2023, 2130, 2171, 2512, 2517, 2597, 2617, 2665, 2717, 2720, 2838, 2931, 2932, 3178, 3181, 3265, 3304, 3309, 3312, 3320, 3329, 3688, 3716, 3728, 3782, 3916, 3921, 3936, 3945, 4012, 4282, 4599, 4627, 4734, 4738, 4758, 4904, 4976, 5052, 5055, 5093, 5187, 5216, 5223, 5315, 5335, 5347, 5478, 5479, 5518, 5566, 5634, 5641, 5720, 5721, 5868, 5901, 6122, 6124, 6129, 6188, 6189, 6197, 6386, 6624, 6678, 6727, 6767, 6782, 7128, 7272, 7295, 7311, 7345, 7360, 7529, 7531, 7779, 7850, 7852, 8502, 8698, 8878, 9110, 9111, 9402, 9525, 9531, 9588, 9817, 9860, 9961, 10016, 10209, 10241, 10254, 10376, 10487, 10498, 10528, 10537, 10606, 10938, 10985, 11059, 11060, 11140, 11151, 11276, 11313, 11315, 11345, 23170, 23239, 23295, 23327, 23475, 23499, 23534, 23644, 25864, 25930, 26001, 27183, 29110, 51155, 51637, 51752, 54407, 54472, 54602, 55144, 55207, 55332, 55654, 55684, 55914, 57446, 57532, 57674, 64781, 65108, 80146, 83737, 84695, 92140, 116496, 127262, 128338, 199953, 257144, 284996
GO:0005905	CC	e	clathrin-coated pit	8/601	60/19370	0.0005061758493807594	4	8	0.00938347450384751	351, 3329, 3949, 7037, 23048, 26020, 29967, 57007
GO:0005911	CC	e	cell-cell junction	15/601	180/19370	0.0005085168727127857	4	15	0.00938347450384751	60, 71, 351, 998, 1499, 1829, 3678, 3728, 5335, 6624, 7414, 8502, 9900, 11151, 90952
GO:0008021	CC	e	synaptic vesicle	12/601	125/19370	0.0005179504389037659	9	12	0.009384991335647016	102, 351, 5538, 5868, 9230, 9900, 10890, 11311, 23157, 23208, 23673, 127262
GO:0042627	CC	e	chylomicron	4/601	13/19370	0.0005246600974862565	5	4	0.009384991335647016	335, 338, 344, 51599
GO:1902494	CC	e	catalytic complex	4/601	13/19370	0.0005246600974862565	2	4	0.009384991335647016	801, 5351, 23475, 80146
GO:0060473	CC	e	cortical granule	3/601	6/19370	0.0005542192692169741	9	3	0.009715463789373557	811, 3074, 4627
GO:0097208	CC	e	alveolar lamellar body	3/601	6/19370	0.0005542192692169741	10	3	0.009715463789373557	21, 1512, 3916
GO:0016328	CC	e	lateral plasma membrane	8/601	61/19370	0.0005670074177800595	2	8	0.00984122775612321	476, 481, 1499, 3728, 5518, 6566, 9123, 23603
GO:0032991	CC	e	protein-containing complex	36/601	640/19370	0.0006591961700122372	1	36	0.011329126333641684	60, 476, 488, 718, 801, 821, 930, 972, 998, 1213, 1499, 2806, 3304, 3309, 3320, 3329, 4627, 4734, 5034, 5478, 5479, 5901, 5928, 6122, 6201, 6541, 6601, 6767, 7414, 7805, 7852, 11151, 54472, 55686, 83737, 90952
GO:0001726	CC	e	ruffle	10/601	94/19370	0.0006680668572684754	4	10	0.011370108745549879	3678, 3688, 3936, 4627, 5335, 5868, 6624, 7094, 57403, 388325
GO:0031090	CC	e	organelle membrane	4/601	14/19370	0.0007165781249631725	3	4	0.012078475510196552	476, 478, 481, 64116
GO:0030667	CC	e	secretory granule membrane	10/601	97/19370	0.0008555313423620067	6	10	0.01428329945867236	387, 391, 1315, 2171, 3482, 5869, 7879, 10890, 22931, 53916
GO:0051233	CC	e	spindle midzone	5/601	25/19370	0.0008973399151076356	2	5	0.014839970482864956	351, 998, 5347, 8502, 55207
GO:0030130	CC	e	clathrin coat of trans-Golgi network vesicle	3/601	7/19370	0.0009475275110688635	6	3	0.01504363528524062	1213, 11276, 83988
GO:0030127	CC	e	COPII vesicle coat	4/601	15/19370	0.0009533037064180259	5	4	0.01504363528524062	6396, 10016, 10483, 51014
GO:0101004	CC	e	cytolytic granule membrane	2/601	2/19370	0.0009611449811448658	8	2	0.01504363528524062	3916, 55207
GO:0017177	CC	e	glucosidase II complex	2/601	2/19370	0.0009611449811448658	3	2	0.01504363528524062	5589, 23193
GO:0034674	CC	e	integrin alpha5-beta1 complex	2/601	2/19370	0.0009611449811448658	6	2	0.01504363528524062	3678, 3688
GO:0098575	CC	e	lumenal side of lysosomal membrane	2/601	2/19370	0.0009611449811448658	4	2	0.01504363528524062	3312, 5476
GO:0032587	CC	e	ruffle membrane	10/601	99/19370	0.0010029983768806879	5	10	0.015559788979396864	387, 1072, 3678, 3688, 3936, 5335, 6188, 7094, 23499, 23603
GO:0045202	CC	e	synapse	25/601	404/19370	0.0011496387936215315	3	25	0.017678217589636357	60, 351, 396, 478, 1499, 2171, 2665, 4040, 4061, 6197, 6201, 6386, 6509, 6520, 6566, 10052, 10857, 22931, 23011, 23208, 23603, 27445, 55207, 80762, 375790
GO:0045177	CC	e	apical part of cell	8/601	70/19370	0.0014250798742619039	2	8	0.021723174083314062	351, 998, 1499, 1515, 3949, 5641, 7412, 103910
GO:0042612	CC	e	MHC class I protein complex	3/601	8/19370	0.0014811535412246626	5	3	0.02200391659124435	567, 3134, 3135
GO:0034366	CC	e	spherical high-density lipoprotein particle	3/601	8/19370	0.0014811535412246626	6	3	0.02200391659124435	335, 344, 55937
GO:0042824	CC	e	MHC class I peptide loading complex	3/601	8/19370	0.0014811535412246626	3	3	0.02200391659124435	567, 811, 2923
GO:0001891	CC	e	phagocytic cup	5/601	28/19370	0.00153734276480636	2	5	0.022646738375676885	3936, 7124, 11151, 23208, 57192
GO:0005771	CC	e	multivesicular body	6/601	41/19370	0.001552211341533051	9	6	0.02267522068089532	684, 972, 3916, 6653, 23327, 23400
GO:0022625	CC	e	cytosolic large ribosomal subunit	7/601	56/19370	0.0016587951946442612	5	7	0.024031966745548677	6122, 6124, 6129, 6133, 6156, 6181, 7311
GO:0030027	CC	e	lamellipodium	14/601	185/19370	0.0019473030171646576	4	14	0.027980509746636434	60, 387, 1072, 1499, 1605, 1627, 2319, 3688, 5034, 5335, 6624, 10094, 11151, 23603
GO:0062023	CC	e	collagen-containing extracellular matrix	23/601	374/19370	0.002115255887777479	4	23	0.03014669570141399	2, 308, 309, 335, 811, 1075, 1509, 1512, 1520, 1522, 1605, 1690, 3383, 3848, 4318, 5315, 5660, 6678, 8482, 8728, 8985, 83729, 375790
GO:0031095	CC	e	platelet dense tubular network membrane	3/601	9/19370	0.002170680024694732	5	3	0.03044161666631892	487, 488, 10938
GO:0016600	CC	e	flotillin complex	3/601	9/19370	0.002170680024694732	4	3	0.03044161666631892	1499, 2319, 23603
GO:0005793	CC	e	endoplasmic reticulum-Golgi intermediate compartment	8/601	77/19370	0.002630452275426587	5	8	0.036596689197006406	1315, 3309, 4121, 4925, 5034, 10130, 23071, 51014
GO:0034365	CC	e	discoidal high-density lipoprotein particle	2/601	3/19370	0.0028239836996215625	6	2	0.037493561610139864	335, 55937
GO:0034668	CC	e	integrin alpha4-beta1 complex	2/601	3/19370	0.0028239836996215625	6	2	0.037493561610139864	3676, 3688
GO:0008537	CC	e	proteasome activator complex	2/601	3/19370	0.0028239836996215625	2	2	0.037493561610139864	5720, 5721
GO:0098559	CC	e	cytoplasmic side of early endosome membrane	2/601	3/19370	0.0028239836996215625	5	2	0.037493561610139864	5868, 23011
GO:0031905	CC	e	early endosome lumen	2/601	3/19370	0.0028239836996215625	6	2	0.037493561610139864	567, 4012
GO:0005840	CC	e	ribosome	6/601	46/19370	0.0028377227922235077	5	6	0.037493561610139864	821, 6133, 6188, 6201, 6230, 10985
GO:0070971	CC	e	endoplasmic reticulum exit site	5/601	32/19370	0.002844634166656362	2	5	0.037493561610139864	338, 4253, 10015, 10016, 10483
GO:0031410	CC	e	cytoplasmic vesicle	19/601	291/19370	0.002957510171858144	6	19	0.03846609764762617	335, 387, 391, 397, 1522, 2319, 4040, 4121, 7037, 7805, 7852, 10016, 10241, 11253, 11345, 23048, 55361, 79932, 83737
GO:0005811	CC	e	lipid droplet	9/601	96/19370	0.002962306436069329	5	9	0.03846609764762617	338, 2597, 4047, 5878, 7879, 9144, 10938, 22931, 168537
GO:0005916	CC	e	fascia adherens	3/601	10/19370	0.003029831844489146	5	3	0.03876857827291586	1499, 3728, 7414
GO:1905103	CC	e	integral component of lysosomal membrane	3/601	10/19370	0.003029831844489146	6	3	0.03876857827291586	23400, 56262, 121260
GO:0031965	CC	e	nuclear membrane	16/601	233/19370	0.0032233339682275187	4	16	0.04082535831354367	327, 1019, 2042, 2597, 4599, 4904, 6386, 7779, 9123, 9631, 10204, 23225, 51155, 55914, 92140, 199953
GO:0043235	CC	e	receptor complex	15/601	209/19370	0.0036246284678404035	2	15	0.04506364329166119	351, 1436, 2042, 3561, 3688, 3689, 3949, 4077, 4851, 4853, 4921, 9466, 10148, 57192, 388325
GO:0019774	CC	e	proteasome core complex, beta-subunit complex	3/601	11/19370	0.004070599305986634	2	3	0.04955389294024006	5690, 5691, 5698
GO:0030877	CC	e	beta-catenin destruction complex	3/601	11/19370	0.004070599305986634	2	3	0.04955389294024006	1499, 2931, 2932
GO:0099738	CC	e	cell cortex region	3/601	11/19370	0.004070599305986634	4	3	0.04955389294024006	1522, 2023, 103910
GO:0005902	CC	e	microvillus	7/601	67/19370	0.004645738948693746	5	7	0.056165381910759565	523, 538, 1515, 3384, 6624, 6693, 7412
GO:1990909	CC	e	Wnt signalosome	3/601	12/19370	0.005303354795878221	2	3	0.06281608754847649	1499, 2932, 4040
GO:0042641	CC	e	actomyosin	3/601	12/19370	0.005303354795878221	2	3	0.06281608754847649	1627, 4627, 10015
GO:0030904	CC	e	retromer complex	3/601	12/19370	0.005303354795878221	3	3	0.06281608754847649	9559, 51699, 55737
GO:0060342	CC	e	photoreceptor inner segment membrane	2/601	4/19370	0.005531818449774561	4	2	0.06464851828303204	476, 478
GO:0016469	CC	e	proton-transporting two-sector ATPase complex	2/601	4/19370	0.005531818449774561	3	2	0.06464851828303204	523, 537
GO:0032154	CC	e	cleavage furrow	6/601	53/19370	0.005797329431443559	4	6	0.0673027714789441	387, 3384, 3688, 4627, 23011, 23157
GO:0001725	CC	e	stress fiber	7/601	70/19370	0.005915819375527697	4	7	0.06815822081972664	3936, 4627, 6624, 7171, 9531, 10611, 103910
GO:0044291	CC	e	cell-cell contact zone	4/601	24/19370	0.005948777972286467	5	4	0.06815822081972664	2319, 7414, 8502, 58494
GO:0030666	CC	e	endocytic vesicle membrane	7/601	71/19370	0.006391877027378144	6	7	0.0727594833051551	949, 972, 3113, 3117, 3118, 3122, 7311
GO:0030126	CC	e	COPI vesicle coat	3/601	13/19370	0.006736963205432057	5	3	0.07570446473796408	1315, 51014, 205428
GO:0036477	CC	e	somatodendritic compartment	3/601	13/19370	0.006736963205432057	2	3	0.07570446473796408	3949, 5868, 58494
GO:0005938	CC	e	cell cortex	11/601	149/19370	0.0068406348085909355	3	11	0.07637982687554082	387, 391, 1455, 1499, 4734, 5216, 6624, 23048, 23603, 80762, 83737
GO:0000407	CC	e	phagophore assembly site	4/601	25/19370	0.006910956649820396	2	4	0.07667662662743768	4077, 8878, 9776, 23673
GO:0030175	CC	e	filopodium	7/601	73/19370	0.00742876421853486	5	7	0.08190329355403528	998, 1605, 3688, 3936, 6624, 7412, 388325
GO:0030672	CC	e	synaptic vesicle membrane	7/601	74/19370	0.007991504152956134	8	7	0.08755691737582565	801, 9144, 9522, 9900, 54910, 55361, 127262
GO:0033116	CC	e	endoplasmic reticulum-Golgi intermediate compartment membrane	7/601	75/19370	0.008585045947100009	5	7	0.09347568661656097	537, 811, 1075, 1522, 4245, 51014, 81876
GO:0097422	CC	e	tubular endosome	2/601	5/19370	0.009030591884440935	2	2	0.094794177086377	9559, 55737
GO:0036021	CC	e	endolysosome lumen	2/601	5/19370	0.009030591884440935	7	2	0.094794177086377	1520, 5641
GO:0098591	CC	e	external side of apical plasma membrane	2/601	5/19370	0.009030591884440935	4	2	0.094794177086377	10257, 81539
GO:0030118	CC	e	clathrin coat	2/601	5/19370	0.009030591884440935	4	2	0.094794177086377	1213, 3482
GO:0016460	CC	e	myosin II complex	2/601	5/19370	0.009030591884440935	3	2	0.094794177086377	4627, 103910
GO:0098636	CC	e	protein complex involved in cell adhesion	2/601	5/19370	0.009030591884440935	2	2	0.094794177086377	941, 58494
GO:0005901	CC	e	caveola	7/601	76/19370	0.009210338886903837	6	7	0.09610550040918112	476, 481, 483, 949, 2319, 4040, 6513
GO:0000785	CC	p	chromatin	9/601	978/19370	6.516386135967131e-06	2	9	0.0002004074543219365	60, 1019, 4734, 5347, 5901, 5928, 6601, 6773, 11315
GO:0005694	CC	p	chromosome	0/601	198/19370	0.0032371504880676387	5	0	0.04082535831354367	
GO:0005634	CC	p	nucleus	134/601	5336/19370	0.0034373600757506553	5	134	0.043040658662792136	60, 71, 102, 226, 293, 334, 335, 387, 396, 427, 506, 538, 801, 811, 972, 1019, 1072, 1207, 1434, 1455, 1499, 2023, 2130, 2171, 2521, 2597, 2745, 2923, 2931, 2932, 3178, 3181, 3187, 3189, 3304, 3309, 3312, 3320, 3716, 3728, 3839, 3848, 3857, 3921, 3939, 4599, 4627, 4738, 4851, 4853, 4904, 5052, 5093, 5187, 5216, 5315, 5347, 5366, 5478, 5479, 5518, 5538, 5566, 5686, 5688, 5690, 5691, 5702, 5717, 5901, 5928, 6122, 6124, 6129, 6133, 6156, 6188, 6189, 6201, 6230, 6386, 6621, 6727, 6742, 7128, 7272, 7295, 7311, 7323, 7360, 7529, 7531, 7852, 8031, 8338, 8502, 8728, 8836, 9111, 9402, 9525, 9531, 9588, 9961, 10016, 10094, 10209, 10241, 10498, 10537, 10549, 10591, 11059, 11060, 11315, 22883, 23170, 23239, 23295, 23473, 23644, 25930, 27183, 51155, 51637, 55684, 55914, 56829, 57007, 57532, 79077, 84695, 91754, 92140
GO:0023026	MF	e	MHC class II protein complex binding	14/601	27/19370	7.137933956596889e-08	4	14	0.00031628185361680817	481, 567, 972, 975, 3108, 3109, 3113, 3117, 3118, 3122, 3312, 3320, 5315, 7531
GO:0003925	MF	e	G protein activity	13/601	39/19370	2.1656836703461492e-07	8	13	0.00042385759476728857	387, 998, 3265, 5861, 5868, 5869, 5878, 7879, 9230, 10890, 53916, 55207, 81876
GO:0019003	MF	e	GDP binding	15/601	74/19370	3.999674844354629e-07	8	15	0.00042385759476728857	387, 3265, 5868, 5869, 5878, 5901, 7879, 9230, 9367, 10890, 22931, 23011, 51552, 55207, 57403
GO:0005178	MF	e	integrin binding	20/601	142/19370	4.3099874278242426e-07	4	20	0.00042385759476728857	102, 811, 975, 2208, 3383, 3384, 3385, 3676, 3688, 3689, 3936, 4627, 5034, 5478, 7070, 7094, 7412, 8482, 8754, 58494
GO:0001618	MF	e	virus receptor activity	15/601	76/19370	5.514403639186895e-07	3	15	0.00042385759476728857	941, 949, 975, 1605, 2838, 3304, 3383, 3678, 3688, 3916, 3921, 3949, 7037, 7852, 79581
GO:0045296	MF	e	cadherin binding	37/601	315/19370	6.469284533424637e-07	4	37	0.00042385759476728857	226, 392, 1499, 1627, 2023, 2194, 3309, 3312, 3688, 3728, 3939, 4627, 5052, 5093, 5216, 5315, 5861, 5901, 6520, 6624, 7094, 7414, 7529, 7531, 8502, 9230, 9531, 9588, 10528, 10606, 10938, 10985, 11313, 11315, 23499, 53827, 56829
GO:0005525	MF	e	GTP binding	32/601	372/19370	6.69601255556538e-07	8	32	0.00042385759476728857	309, 387, 391, 998, 2935, 3265, 4599, 4976, 5861, 5868, 5869, 5878, 5901, 7818, 7879, 9230, 9367, 10376, 10890, 10938, 22931, 23011, 23157, 51552, 53916, 55207, 55340, 55684, 57403, 81876, 126298, 168537
GO:0005391	MF	e	P-type sodium:potassium-exchanging transporter activity	5/601	8/19370	1.4657660417608363e-06	9	5	0.0006973368388020375	476, 478, 480, 481, 483
GO:0001540	MF	e	amyloid-beta binding	13/601	84/19370	1.8006380319292622e-06	4	13	0.0006973368388020375	335, 478, 590, 949, 972, 1471, 2213, 3689, 3949, 6653, 10857, 22883, 81618
GO:0031625	MF	e	ubiquitin protein ligase binding	27/601	295/19370	1.8992870846163631e-06	5	27	0.0006973368388020375	71, 527, 811, 958, 2932, 3304, 3309, 3312, 3320, 3329, 3716, 4738, 5187, 5566, 7311, 7345, 7414, 7531, 7805, 7852, 8878, 9482, 9588, 10376, 11345, 23208, 54472
GO:0042802	MF	e	identical protein binding	97/601	1491/19370	2.544561944026632e-06	3	97	0.0007046846233738754	60, 71, 214, 226, 309, 327, 334, 335, 351, 440, 567, 590, 684, 949, 972, 998, 1075, 1471, 2040, 2130, 2171, 2194, 2512, 2521, 2597, 2617, 2806, 2923, 3074, 3135, 3187, 3320, 3482, 3939, 3945, 3949, 4040, 4282, 4318, 4599, 4627, 4851, 5052, 5347, 5634, 5688, 5702, 5721, 6129, 6240, 6386, 6396, 6513, 6566, 6742, 6767, 6773, 7037, 7124, 7128, 7171, 7272, 7360, 7529, 7531, 7532, 8878, 9111, 9525, 9588, 9817, 9961, 10016, 10204, 10318, 10549, 10591, 10606, 10938, 11315, 23048, 23208, 23475, 23484, 23534, 29110, 51637, 55847, 56262, 57192, 64115, 79077, 80146, 81793, 168537, 255231, 388512
GO:0051087	MF	e	chaperone binding	14/601	105/19370	4.498158852670698e-06	3	14	0.0011724318750696392	476, 478, 538, 811, 1075, 2896, 3309, 3312, 3329, 3336, 6767, 9531, 10961, 11140
GO:0005515	MF	e	protein binding	495/601	12368/19370	5.600665203254091e-06	2	495	0.0013786970842010486	2, 39, 53, 60, 71, 101, 102, 175, 214, 226, 293, 308, 309, 327, 334, 335, 338, 344, 351, 387, 391, 392, 396, 397, 410, 440, 476, 478, 480, 481, 483, 487, 488, 506, 522, 523, 527, 537, 538, 567, 590, 684, 718, 801, 811, 821, 830, 933, 941, 949, 958, 970, 972, 975, 998, 1019, 1072, 1075, 1200, 1207, 1213, 1315, 1434, 1436, 1455, 1471, 1499, 1509, 1512, 1515, 1519, 1522, 1536, 1605, 1627, 1690, 1717, 1794, 1889, 1933, 1964, 2023, 2040, 2042, 2130, 2135, 2171, 2194, 2208, 2213, 2319, 2512, 2517, 2519, 2521, 2529, 2597, 2617, 2629, 2665, 2678, 2717, 2720, 2745, 2826, 2838, 2896, 2923, 2931, 2932, 2935, 2995, 3039, 3040, 3073, 3074, 3108, 3109, 3117, 3118, 3122, 3134, 3135, 3178, 3181, 3187, 3189, 3265, 3304, 3309, 3312, 3320, 3329, 3336, 3340, 3383, 3385, 3455, 3459, 3482, 3560, 3561, 3676, 3678, 3688, 3689, 3716, 3728, 3839, 3848, 3850, 3916, 3921, 3939, 3945, 3949, 4012, 4040, 4047, 4049, 4061, 4074, 4077, 4245, 4248, 4253, 4282, 4318, 4522, 4599, 4627, 4696, 4702, 4734, 4738, 4758, 4851, 4853, 4897, 4904, 4921, 4925, 4976, 5034, 5052, 5093, 5187, 5216, 5223, 5315, 5335, 5337, 5347, 5351, 5366, 5478, 5479, 5518, 5534, 5538, 5547, 5552, 5566, 5589, 5634, 5660, 5686, 5688, 5690, 5691, 5698, 5702, 5717, 5720, 5721, 5861, 5868, 5869, 5878, 5901, 5928, 5954, 6122, 6124, 6129, 6133, 6156, 6181, 6185, 6188, 6189, 6197, 6201, 6230, 6240, 6386, 6396, 6480, 6513, 6520, 6541, 6566, 6601, 6624, 6653, 6678, 6693, 6727, 6742, 6767, 6773, 6782, 7037, 7070, 7076, 7094, 7124, 7128, 7171, 7272, 7295, 7311, 7323, 7345, 7357, 7360, 7414, 7462, 7529, 7531, 7532, 7779, 7805, 7818, 7850, 7852, 7879, 8027, 8324, 8482, 8502, 8698, 8728, 8754, 8775, 8795, 8809, 8836, 8878, 8887, 8985, 9110, 9111, 9123, 9144, 9146, 9159, 9230, 9367, 9402, 9450, 9466, 9482, 9497, 9522, 9525, 9528, 9531, 9559, 9562, 9588, 9601, 9631, 9741, 9766, 9776, 9817, 9860, 9961, 10015, 10016, 10052, 10066, 10094, 10130, 10148, 10159, 10204, 10209, 10241, 10254, 10257, 10318, 10376, 10437, 10483, 10487, 10498, 10507, 10528, 10537, 10549, 10558, 10591, 10606, 10611, 10678, 10857, 10890, 10938, 10961, 11041, 11059, 11060, 11140, 11151, 11226, 11276, 11311, 11313, 11314, 11315, 11342, 11345, 22883, 22931, 23011, 23048, 23062, 23071, 23157, 23170, 23193, 23208, 23225, 23239, 23295, 23315, 23327, 23400, 23473, 23475, 23484, 23495, 23499, 23534, 23545, 23555, 23603, 23644, 23646, 23673, 25844, 25930, 26001, 26020, 27173, 27183, 29015, 29110, 29967, 30968, 50615, 51155, 51172, 51241, 51296, 51552, 51637, 51678, 51699, 51752, 53827, 53916, 54407, 54472, 54602, 54910, 55004, 55032, 55069, 55144, 55163, 55207, 55281, 55326, 55332, 55340, 55361, 55366, 55504, 55684, 55686, 55737, 55739, 55754, 55914, 56262, 56650, 56829, 56928, 57003, 57007, 57192, 57403, 57532, 58494, 64115, 64285, 64781, 64834, 65108, 79037, 79077, 79581, 79844, 79932, 80762, 80774, 81539, 81609, 81618, 81793, 81876, 83548, 83737, 83988, 84102, 84548, 84695, 84888, 90231, 90952, 91754, 92140, 93185, 103910, 114801, 115817, 116496, 117159, 121227, 121260, 124583, 126298, 145581, 168537, 220002, 257144, 259307, 261726, 340348, 375790, 388325, 388512
GO:0005102	MF	e	signaling receptor binding	27/601	351/19370	1.5206826717092783e-05	3	27	0.003348618398600575	2, 102, 214, 335, 351, 718, 933, 970, 2629, 2717, 2734, 2931, 3134, 3135, 3304, 3385, 4040, 4049, 4050, 8744, 9860, 10507, 11315, 27173, 30968, 55914, 56253
GO:0019901	MF	e	protein kinase binding	33/601	467/19370	1.6116297083818862e-05	5	33	0.003348618398600575	60, 102, 387, 391, 396, 476, 481, 801, 998, 1213, 1499, 2932, 3455, 3689, 3728, 5223, 5335, 5347, 5566, 6188, 6197, 6201, 7037, 7070, 8878, 9776, 9900, 9961, 10985, 11140, 25930, 91754, 257144
GO:0031072	MF	e	heat shock protein binding	10/601	61/19370	1.6625954585694573e-05	3	10	0.003348618398600575	335, 3304, 3309, 3312, 3689, 6693, 6767, 6782, 9531, 11140
GO:0008242	MF	e	omega peptidase activity	3/601	3/19370	2.972562183451263e-05	4	3	0.00572670566733589	327, 7345, 8836
GO:0003924	MF	e	GTPase activity	25/601	326/19370	3.286546678263852e-05	7	25	0.006067786804744637	387, 391, 397, 998, 2935, 3265, 4599, 4976, 5861, 5868, 5869, 5878, 5901, 7879, 9230, 9367, 10376, 22931, 23011, 23157, 51552, 55207, 57403, 81876, 168537
GO:0042803	MF	e	protein homodimerization activity	41/601	670/19370	3.515440709702934e-05	4	41	0.006228386021214461	102, 487, 567, 684, 1436, 1889, 2023, 2040, 2717, 2720, 3135, 3295, 3320, 3728, 4040, 4124, 4627, 5634, 5660, 6480, 6742, 7037, 7171, 7295, 8614, 9525, 10015, 10016, 10241, 10591, 10857, 10961, 11151, 11315, 55163, 55714, 56928, 80146, 84888, 124583, 168537
GO:0051082	MF	e	unfolded protein binding	13/601	110/19370	3.654661172457143e-05	3	13	0.006228386021214461	811, 821, 3304, 3309, 3312, 3320, 3329, 3336, 5478, 5479, 6767, 6782, 11140
GO:0019899	MF	e	enzyme binding	27/601	369/19370	4.460231055756299e-05	3	27	0.007019910068378874	2, 335, 351, 488, 590, 958, 1499, 2806, 3304, 3309, 3312, 3329, 3482, 3916, 4734, 4851, 4853, 5034, 6188, 7529, 7531, 8614, 8878, 11315, 23555, 64115, 340348
GO:0097718	MF	e	disordered domain specific binding	7/601	32/19370	4.5771991687762954e-05	4	7	0.007019910068378874	801, 1213, 1499, 2597, 3320, 6240, 9817
